outlet	date	title	PUBL	COUNTRY	PUBDATE	PUBWEEK	count_ebolasurvivor	count_ebolavictim	count_liberia	count_guinea	count_sierraleone	count_westafrica	count_teresaromero	count_teresaromero ramos	count_spanish	count_spain	count_spanishnurse	count_excalibur	count_carlosiii hospital	count_thomaseric duncan	count_texaspresbyterian hospital	count_dallas	count_texas	count_ambervinson	count_emoryhospital	count_emoryuniversity hospital	count_dallasnurse	count_ninapham	count_nihclinical center	count_bethesda,maryland	count_kentbrantly	count_craigspencer	count_bellevuehospital	count_newyork doctor	count_willpooley	count_williampooley	count_pooley	count_britishnurse	count_britishebola victim	count_royalfree hospital	count_nancywritebol	count_ricksacra	count_ashokamukpo	count_cameraman	count_british-americannbc cameraman	count_martinsalia”	count_“universityof nebraska medical center	count_nebraskamedical center	count_leipzig	count_unworker	count_germanaid worker	count_stgeorg clinic	count_iancrozier	count_miguelpajares	count_brotherpajares	count_brothershospitallers of st. john of god	count_manuelgarcía viejo	count_manuelviejo	count_garciaviejo	count_garcíaviejo	count_sanjuan de dios	count_frenchnurse	count_frenchmedical worker	count_frenchaid worker	count_frenchun worker	count_frenchun employee	count_frenchunited nations worker	count_frenchunited nations employee	count_beginmilitary hospital	count_hospitalbegin	count_whoemployee	count_whoworker	count_worldhealth organisation worker	count_worldhealth organisation employee	count_worldhealth organization worker	count_worldhealth organization employee	count_hamburg	count_timowolf	count_frankfurt	count_norwegianwoman	count_norwegianvictim	count_msfworker	count_msfemployee
The Guardian 	October 28, 2014 Tuesday 4:54 AM GMT  	block-time published-time 3.54pm AEST All; Senate to consider second tranche of national security laws as PUP leader confirms party will vote against the deregulation of higher education. Follow the day's developments live... 	[UK] The Guardian	UK	2014-10-28	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAILY MAIL (London) 	October 27, 2014 Monday 	HEALTH OFFICIALS' £1M TOBACCO BASH 	[UK] The Daily Mail	UK	2014-10-27	43	0	2	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 27, 2014 Monday  Edition 1; National Edition 	Nurse who treated Ebola victims fights US quarantine order 	[UK] The Telegraph	UK	2014-10-27	43	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 27, 2014 Monday 8:25 PM GMT  	Morning Mail: Reef plan inadequate, Joyce admits staff changed Hansard, Ebola; Guardian Australia's morning news briefing from around the web 	[UK] The Guardian	UK	2014-10-27	43	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 27, 2014 Monday 6:20 PM GMT  	American nurse placed in 'inappropriate' Ebola quarantine released; Kaci Hickox had threatened to sue over detention New Jersey and New York scale back quarantine plansWhite House warns Christie and Cuomo over Ebola 	[UK] The Guardian	UK	2014-10-27	43	0	0	1	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 27, 2014 Monday 8:36 AM GMT  	Today's media stories from the papers; Our roundup of the day's media stories, including Channel 4 backing Benefits Street and an analysis of who owns UK shows If you are viewing this on the web and would like to get our email every morning, please click here 	[UK] The Guardian	UK	2014-10-27	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 27, 2014 Monday 7:58 AM GMT  	Open thread: how should brands respond to #GamerGate complaints?; Give your views on the latest twists to gaming controversy, as well as on today's other technology talking points 	[UK] The Guardian	UK	2014-10-27	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 27, 2014 	Civil Society Raises Issue With NEC 	[LI] The Inquirer	LI	2014-10-27	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 27, 2014 	Female Journalists Donate to ETU 	[LI] The Inquirer	LI	2014-10-27	43	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 27, 2014 	U.S. Troops Challenged 	[LI] The Inquirer	LI	2014-10-27	43	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 27, 2014 	China Brings in More to Fight Ebola 	[LI] The Inquirer	LI	2014-10-27	43	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 27, 2014 	Emulating the Good Example of Lofa [editorial] 	[LI] The Inquirer	LI	2014-10-27	43	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAIL ON SUNDAY (London) 	October 26, 2014 Sunday 	10,000 NOW INFECTED AS DISEASE KEEPS SPREADING 	[UK] The Daily Mail	UK	2014-10-26	43	0	0	1	2	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAIL ON SUNDAY (London) 	October 26, 2014 Sunday 	BRITISH SAILOR ON EBOLA MERCY MISSION LOST 8 OF HIS FAMILY TO THE VIRUS 	[UK] The Daily Mail	UK	2014-10-26	43	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 25, 2014 Saturday  Edition 1; National Edition 	Doctor is fourth Ebola case in America 	[UK] The Telegraph	UK	2014-10-25	42	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 25, 2014 Saturday  Edition 2; National Edition 	Astra rallies after Pfizer cash scare; Market report 	[UK] The Telegraph	UK	2014-10-25	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 25, 2014 Saturday 8:37 PM GMT  	Nurse isolated over Ebola contacts criticises airport quarantine rules; Kaci Hickox tests negative but stays in New Jersey isolation Writes: 'I was upset about being held with no explanation'Illinois institutes own quarantine rules despite lack of caseACLU raises concerns over 'abuse of police powers'WHO: Ebola cases pass 10,000 markNY and NJ introduce tough new quarantine measures 	[UK] The Guardian	UK	2014-10-25	42	0	1	3	6	4	5	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 25, 2014 Saturday 7:12 PM GMT  	Obama stresses 'facts, not fear' over Ebola as rift emerges over quarantine; ACLU concerned by tough rules brought in over NY caseWoman in New Jersey tests negative but remains in isolationIllinois institutes own quarantine rules despite lack of caseWHO: Ebola cases pass 10,000 markNY and NJ introduce tough new quarantine measures 	[UK] The Guardian	UK	2014-10-25	42	0	1	3	6	2	7	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 25, 2014 Saturday 3:19 PM GMT  	Obama stresses 'facts, not fear' in public response to Ebola in the US; 'We have to be guided by the science,' president saysWoman in New Jersey tests negative but remains in isolationWHO: Ebola cases pass 10,000 markNY and NJ introduce tough new quarantine measures 	[UK] The Guardian	UK	2014-10-25	42	0	0	2	4	1	3	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 25, 2014 Saturday 1:32 AM GMT  	New York and New Jersey issue tough new Ebola quarantine measure; Aid workers flying in from west Africa to be held for 21 daysGovernors: 'We're not comfortable with voluntary quarantine'Craig Spencer, 33, in hospital after becoming infectedNew York, the city that never shrieks 	[UK] The Guardian	UK	2014-10-25	42	0	0	1	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 24, 2014 Friday  Edition 2; National Edition 	Cameron names nations that give less than Ikea for Ebola aid 	[UK] The Telegraph	UK	2014-10-24	42	0	0	2	2	2	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 8:30 PM GMT  	Strict Texas law makes Ebola lawsuits unlikely; Tort reform statutes and court rulings protect Texas hospitals from medical malpractice suits 	[UK] The Guardian	UK	2014-10-24	42	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	7	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 8:12 PM GMT  	Doctor at New York hospital tests positive for Ebola virus; Preliminary test confirms virus in Craig Spencer, a physician with Doctors Without Borders who had been working in west AfricaGary Younge: Ebola has exposed America's fearNew York begins cleanup at Ebola patient's home as officials urge calm 	[UK] The Guardian	UK	2014-10-24	42	0	0	1	3	1	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 7:59 PM GMT  	Ebola has arrived - but it's nothing for New York, the city that never cowers; Would the diagnosis of the first Ebola patient send New Yorkers into a tailspin? Nicky Woolf hit the streets to take the city's temperature - and finds a distinct lack of panicNew York officials begin cleanup at patient's homeColloidal silver and other Ebola scams 	[UK] The Guardian	UK	2014-10-24	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 7:47 PM GMT  	World in a week: women propose sex strike in South Sudan to end conflict; 20-24 October: Catch up with all the development-related news you may have missed this week 	[UK] The Guardian	UK	2014-10-24	42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 6:30 PM GMT  	World in a week: sex strike in South Sudan to end conflict; 20-24 October: Catch up with all the development-related news you may have missed this week 	[UK] The Guardian	UK	2014-10-24	42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 2:58 PM GMT  	Clegg tackles teacher workloads, trend of tooth decay and salaries under attack; Education round up: The government builds bridges with teachers by addressing unnecessary bureaucracy while Nicky Morgan says academy chains need to think carefully about pay 	[UK] The Guardian	UK	2014-10-24	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 2:08 PM GMT  	Ebola's children: after the trauma of loss, hope comes with a hug; Unicef's Laurent Duvillier recounts a visit to an interim care centre in Liberia, set up for orphans and staffed by survivors 	[UK] The Guardian	UK	2014-10-24	42	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 11:42 AM GMT  	Ebola's children: after the trauma of loss, hope comes with a hug; Unicef's Laurent Duvillier recounts a visit to an interim care centre in Liberia, set up for orphans and staffed by survivors 	[UK] The Guardian	UK	2014-10-24	42	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 10:46 AM GMT  	FTSE slips as pharmaceutical and telecoms shares come under pressure; BT falls after downgrade while Shire slides and Hikma hit by US regulator's warning 	[UK] The Guardian	UK	2014-10-24	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 9:55 AM GMT  	FTSE slips as pharmaceutical and telecoms shares under pressure; BT falls after downgrade while Shire slides and Hikma hit by US regulator's warning 	[UK] The Guardian	UK	2014-10-24	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 9:53 AM GMT  	Viral video chart: Fox News, runners in Hackney and Blah airlines; A sober moment from Fox News, a film about running in east London and a marketing campaign from Virgin America 	[UK] The Guardian	UK	2014-10-24	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 7:55 AM GMT  	Ebola patient doctor tracked to New York trains, taxis and the High Line; Epidemiologists use Craig Spencer's Metrocard and credit card to trace his movements around the city 	[UK] The Guardian	UK	2014-10-24	42	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 7:41 AM GMT  	Ebola crisis: Doctor at New York hospital tests positive; Preliminary test confirms virus in Craig Spencer, a physician with Doctors Without Borders who had been working in west AfricaGary Younge: Ebola has exposed America's fear 	[UK] The Guardian	UK	2014-10-24	42	0	0	1	3	1	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 7:26 AM GMT  	Viral video chart: Fox News, runners in Hackney Fox News and Blah airlines; A sober moment from Fox News, a film about running in east London and a marketing campaign from Virgin America 	[UK] The Guardian	UK	2014-10-24	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 7:00 AM GMT  	Clegg tackles teacher workloads, trend of tooth decay and salaries under attack; Education round up: The government builds bridges with teachers by addressing unnecessary bureacracy while Nicky Morgan says academy chains need to think carefully about pay 	[UK] The Guardian	UK	2014-10-24	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 5:55 AM GMT  	Doctor tests positive for Ebola at New York hospital; Preliminary test confirms virus in Craig Spencer, a physician with Doctors Without Borders who had been working in west AfricaGary Younge: Ebola has exposed America's fear 	[UK] The Guardian	UK	2014-10-24	42	0	0	1	3	1	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 1:36 AM GMT  	Doctor tests positive for Ebola at New York hospital; Preliminary test confirms virus in Craig Spencer, a physician with Doctors Without Borders who had been working in west Africa 	[UK] The Guardian	UK	2014-10-24	42	0	0	1	3	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 24, 2014 Friday 12:05 AM GMT  	Response to Ebola epidemic in west Africa too slow, say scientists; Research in the Lancet Infectious Diseases journal suggests current efforts will not bring the outbreak under control 	[UK] The Guardian	UK	2014-10-24	42	0	0	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 23, 2014 Thursday  Edition 1; National Edition 	Drug giants united over Ebola vaccine 	[UK] The Telegraph	UK	2014-10-23	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 23, 2014 Thursday  Edition 2; National Edition 	Drug giants united over Ebola vaccine 	[UK] The Telegraph	UK	2014-10-23	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 23, 2014 Thursday  Edition 1; National Edition 	Ukip attacks Red Cross for refusing calypso song cash 	[UK] The Telegraph	UK	2014-10-23	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 23, 2014 Thursday  Edition 1; National Edition 	Don't expect an Ebola, 'nanny', NHS staff told; News Bulletin 	[UK] The Telegraph	UK	2014-10-23	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 23, 2014 Thursday  Edition 1; Scotland 	Don't expect an Ebola, 'nanny', NHS staff told; News Bulletin 	[UK] The Telegraph	UK	2014-10-23	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 23, 2014 Thursday 8:57 PM GMT  	Doctor who treated Ebola patients in Guinea rushed to hospital in New York; Physician, believed to be a 33-year-old man who was working in west Africa, treated for fever and 'gastrointestinal symptoms' 	[UK] The Guardian	UK	2014-10-23	42	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 23, 2014 Thursday 7:40 PM GMT  	The cost of dying in the Selfiescene 	[UK] The Guardian	UK	2014-10-23	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 23, 2014 Thursday 5:43 PM GMT  	Cuba calling: what this small island can teach the world about disease control; West Africa needs what Cuba has: a well-trained, coordinated healthcare system. Anything less and Ebola wins 	[UK] The Guardian	UK	2014-10-23	42	0	0	1	1	2	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 23, 2014 Thursday 11:35 AM GMT  	Juncker tells Cameron: you can't destroy EU migration rules; Commission president warns PM over 'irresponsibility' as new poll reveals 56% support in Britain for remaining in union 	[UK] The Guardian	UK	2014-10-23	42	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian 	October 23, 2014 Thursday 9:59 AM GMT  	Scott Morrison denies cabinet tensions - as it happened; Enhanced police presence in Canberra following the parliament shooting in Ottawa. MPs gather for a sitting of the House and Senate estimates hearings. All the developments from Canberra 	[UK] The Guardian	UK	2014-10-23	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
